#
#--------------------------------------------------------------------------------
##ASTER 15.04.00 CONCEPT 0000001d CALCULE LE 20/02/2023 A 17:44:35 DE TYPE        
#TABLE_SDASTER                                                                   
INTITULE         NOEUD    RESU     NOM_CHAM         NUME_ORDRE   INST         ABSC_CURV    COOR_X       COOR_Y       COOR_Z       DX           DY           DZ           TEMP        
Displacements    N1       00000013 DEPL                        1  0.00000E+00  0.00000E+00 -1.36083E-01  4.48604E-01  7.50000E-01 -5.84960E-03  6.59592E-04  3.26115E-03 -           
Displacements    N2       00000013 DEPL                        1  0.00000E+00  4.99999E-02 -1.36083E-01  4.48604E-01  7.00000E-01 -5.72265E-03  6.60031E-04  3.04231E-03 -           
Displacements    N3       00000013 DEPL                        1  0.00000E+00  1.00000E-01 -1.36083E-01  4.48604E-01  6.50000E-01 -5.60603E-03  6.58381E-04  2.82429E-03 -           
Displacements    N4       00000013 DEPL                        1  0.00000E+00  1.50000E-01 -1.36083E-01  4.48604E-01  6.00000E-01 -5.49627E-03  6.56435E-04  2.60651E-03 -           
Displacements    N5       00000013 DEPL                        1  0.00000E+00  2.00000E-01 -1.36083E-01  4.48604E-01  5.50000E-01 -5.39613E-03  6.52785E-04  2.38805E-03 -           
Displacements    N6       00000013 DEPL                        1  0.00000E+00  2.50000E-01 -1.36083E-01  4.48604E-01  5.00000E-01 -5.30386E-03  6.48137E-04  2.16925E-03 -           
Displacements    N7       00000013 DEPL                        1  0.00000E+00  3.00000E-01 -1.36083E-01  4.48604E-01  4.50000E-01 -5.22264E-03  6.44084E-04  1.95030E-03 -           
Displacements    N8       00000013 DEPL                        1  0.00000E+00  3.50000E-01 -1.36083E-01  4.48604E-01  4.00000E-01 -5.14831E-03  6.38600E-04  1.73120E-03 -           
Displacements    N9       00000013 DEPL                        1  0.00000E+00  4.00000E-01 -1.36083E-01  4.48604E-01  3.50000E-01 -5.08516E-03  6.30789E-04  1.51346E-03 -           
Displacements    N10      00000013 DEPL                        1  0.00000E+00  4.50000E-01 -1.36083E-01  4.48604E-01  3.00000E-01 -5.02862E-03  6.22834E-04  1.29516E-03 -           
Displacements    N11      00000013 DEPL                        1  0.00000E+00  5.00000E-01 -1.36083E-01  4.48604E-01  2.50000E-01 -4.98499E-03  6.18026E-04  1.07556E-03 -           
Displacements    N12      00000013 DEPL                        1  0.00000E+00  5.50000E-01 -1.36083E-01  4.48604E-01  2.00000E-01 -4.94669E-03  6.09358E-04  8.57372E-04 -           
Displacements    N13      00000013 DEPL                        1  0.00000E+00  6.00000E-01 -1.36083E-01  4.48604E-01  1.50000E-01 -4.91797E-03  6.05471E-04  6.37975E-04 -           
Displacements    N14      00000013 DEPL                        1  0.00000E+00  6.50000E-01 -1.36083E-01  4.48604E-01  1.00000E-01 -4.89847E-03  6.00777E-04  4.15522E-04 -           
Displacements    N15      00000013 DEPL                        1  0.00000E+00  6.97917E-01 -1.36083E-01  4.48604E-01  5.20833E-02 -4.88843E-03  5.98426E-04  1.89652E-04 -           
Displacements    N16      00000013 DEPL                        1  0.00000E+00  1.56879E+00  3.62380E-01  2.97397E-01  7.50000E-01 -2.86049E-03  1.17841E-03  4.77091E-03 -           
Displacements    N17      00000013 DEPL                        1  0.00000E+00  1.61879E+00  3.62380E-01  2.97397E-01  7.00000E-01 -2.71378E-03  1.23323E-03  4.41912E-03 -           
Displacements    N18      00000013 DEPL                        1  0.00000E+00  1.66879E+00  3.62380E-01  2.97397E-01  6.50000E-01 -2.57892E-03  1.28947E-03  4.07003E-03 -           
Displacements    N19      00000013 DEPL                        1  0.00000E+00  1.71879E+00  3.62380E-01  2.97397E-01  6.00000E-01 -2.44660E-03  1.34382E-03  3.72487E-03 -           
Displacements    N20      00000013 DEPL                        1  0.00000E+00  1.76879E+00  3.62380E-01  2.97397E-01  5.50000E-01 -2.34649E-03  1.38649E-03  3.38273E-03 -           
Displacements    N21      00000013 DEPL                        1  0.00000E+00  1.81879E+00  3.62380E-01  2.97397E-01  5.00000E-01 -2.25312E-03  1.42239E-03  3.04987E-03 -           
Displacements    N22      00000013 DEPL                        1  0.00000E+00  1.86879E+00  3.62380E-01  2.97397E-01  4.50000E-01 -2.18227E-03  1.45372E-03  2.71608E-03 -           
Displacements    N23      00000013 DEPL                        1  0.00000E+00  1.91879E+00  3.62380E-01  2.97397E-01  4.00000E-01 -2.11285E-03  1.46950E-03  2.39397E-03 -           
Displacements    N24      00000013 DEPL                        1  0.00000E+00  1.96879E+00  3.62380E-01  2.97397E-01  3.50000E-01 -2.06574E-03  1.48296E-03  2.07018E-03 -           
Displacements    N25      00000013 DEPL                        1  0.00000E+00  2.01879E+00  3.62380E-01  2.97397E-01  3.00000E-01 -2.03334E-03  1.48839E-03  1.75478E-03 -           
Displacements    N26      00000013 DEPL                        1  0.00000E+00  2.06879E+00  3.62380E-01  2.97397E-01  2.50000E-01 -2.00855E-03  1.49214E-03  1.44305E-03 -           
Displacements    N27      00000013 DEPL                        1  0.00000E+00  2.11879E+00  3.62380E-01  2.97397E-01  2.00000E-01 -1.98342E-03  1.48395E-03  1.14105E-03 -           
Displacements    N28      00000013 DEPL                        1  0.00000E+00  2.16879E+00  3.62380E-01  2.97397E-01  1.50000E-01 -1.97221E-03  1.48376E-03  8.40341E-04 -           
Displacements    N29      00000013 DEPL                        1  0.00000E+00  2.21879E+00  3.62380E-01  2.97397E-01  1.00000E-01 -1.96201E-03  1.47755E-03  5.43213E-04 -           
Displacements    N30      00000013 DEPL                        1  0.00000E+00  2.26670E+00  3.62380E-01  2.97397E-01  5.20833E-02 -1.95200E-03  1.47716E-03  2.51249E-04 -           
Displacements    N31      00000013 DEPL                        1  0.00000E+00  3.11489E+00 -9.14568E-02  4.59785E-01  7.50000E-01 -5.71350E-03  8.84764E-04  3.38169E-03 -           
Displacements    N32      00000013 DEPL                        1  0.00000E+00  3.16090E+00 -4.59495E-02  4.66533E-01  7.50000E-01 -5.55401E-03  1.08561E-03  3.50722E-03 -           
Displacements    N33      00000013 DEPL                        1  0.00000E+00  3.22884E+00 -9.14568E-02  4.59785E-01  7.00000E-01 -5.58550E-03  8.83197E-04  3.15264E-03 -           
Displacements    N34      00000013 DEPL                        1  0.00000E+00  3.27485E+00 -4.59495E-02  4.66533E-01  7.00000E-01 -5.41855E-03  1.08852E-03  3.27213E-03 -           
Displacements    N35      00000013 DEPL                        1  0.00000E+00  3.34279E+00 -9.14568E-02  4.59785E-01  6.50000E-01 -5.46459E-03  8.84394E-04  2.92716E-03 -           
Displacements    N36      00000013 DEPL                        1  0.00000E+00  3.38880E+00 -4.59495E-02  4.66533E-01  6.50000E-01 -5.29567E-03  1.08653E-03  3.03586E-03 -           
Displacements    N37      00000013 DEPL                        1  0.00000E+00  3.45674E+00 -9.14568E-02  4.59785E-01  6.00000E-01 -5.35310E-03  8.79817E-04  2.70137E-03 -           
Displacements    N38      00000013 DEPL                        1  0.00000E+00  3.50275E+00 -4.59495E-02  4.66533E-01  6.00000E-01 -5.18114E-03  1.08505E-03  2.80062E-03 -           
Displacements    N39      00000013 DEPL                        1  0.00000E+00  3.57069E+00 -9.14568E-02  4.59785E-01  5.50000E-01 -5.25105E-03  8.76058E-04  2.47424E-03 -           
Displacements    N40      00000013 DEPL                        1  0.00000E+00  3.61670E+00 -4.59495E-02  4.66533E-01  5.50000E-01 -5.07697E-03  1.08243E-03  2.56442E-03 -           
Displacements    N41      00000013 DEPL                        1  0.00000E+00  3.68464E+00 -9.14568E-02  4.59785E-01  5.00000E-01 -5.15894E-03  8.71858E-04  2.24722E-03 -           
Displacements    N42      00000013 DEPL                        1  0.00000E+00  3.73065E+00 -4.59495E-02  4.66533E-01  5.00000E-01 -4.98307E-03  1.07814E-03  2.32913E-03 -           
Displacements    N43      00000013 DEPL                        1  0.00000E+00  3.79859E+00 -9.14568E-02  4.59785E-01  4.50000E-01 -5.07437E-03  8.63731E-04  2.02102E-03 -           
Displacements    N44      00000013 DEPL                        1  0.00000E+00  3.84460E+00 -4.59495E-02  4.66533E-01  4.50000E-01 -4.89917E-03  1.07628E-03  2.09307E-03 -           
Displacements    N45      00000013 DEPL                        1  0.00000E+00  3.91254E+00 -9.14568E-02  4.59785E-01  4.00000E-01 -5.00040E-03  8.58807E-04  1.79405E-03 -           
Displacements    N46      00000013 DEPL                        1  0.00000E+00  3.95854E+00 -4.59495E-02  4.66533E-01  4.00000E-01 -4.82540E-03  1.07041E-03  1.85755E-03 -           
Displacements    N47      00000013 DEPL                        1  0.00000E+00  4.02649E+00 -9.14568E-02  4.59785E-01  3.50000E-01 -4.93701E-03  8.53079E-04  1.56682E-03 -           
Displacements    N48      00000013 DEPL                        1  0.00000E+00  4.07249E+00 -4.59495E-02  4.66533E-01  3.50000E-01 -4.76251E-03  1.06118E-03  1.62275E-03 -           
Displacements    N49      00000013 DEPL                        1  0.00000E+00  4.14044E+00 -9.14568E-02  4.59785E-01  3.00000E-01 -4.88224E-03  8.45838E-04  1.34021E-03 -           
Displacements    N50      00000013 DEPL                        1  0.00000E+00  4.18644E+00 -4.59495E-02  4.66533E-01  3.00000E-01 -4.70810E-03  1.05258E-03  1.38714E-03 -           
Displacements    N51      00000013 DEPL                        1  0.00000E+00  4.25439E+00 -9.14568E-02  4.59785E-01  2.50000E-01 -4.83605E-03  8.39421E-04  1.11354E-03 -           
Displacements    N52      00000013 DEPL                        1  0.00000E+00  4.30039E+00 -4.59495E-02  4.66533E-01  2.50000E-01 -4.66289E-03  1.04488E-03  1.15140E-03 -           
Displacements    N53      00000013 DEPL                        1  0.00000E+00  4.36834E+00 -9.14568E-02  4.59785E-01  2.00000E-01 -4.80147E-03  8.31071E-04  8.87146E-04 -           
Displacements    N54      00000013 DEPL                        1  0.00000E+00  4.41434E+00 -4.59495E-02  4.66533E-01  2.00000E-01 -4.62632E-03  1.03838E-03  9.19013E-04 -           
Displacements    N55      00000013 DEPL                        1  0.00000E+00  4.48229E+00 -9.14568E-02  4.59785E-01  1.50000E-01 -4.77087E-03  8.25194E-04  6.60797E-04 -           
Displacements    N56      00000013 DEPL                        1  0.00000E+00  4.52829E+00 -4.59495E-02  4.66533E-01  1.50000E-01 -4.59834E-03  1.02853E-03  6.82759E-04 -           
Displacements    N57      00000013 DEPL                        1  0.00000E+00  4.59624E+00 -9.14568E-02  4.59785E-01  1.00000E-01 -4.75224E-03  8.19444E-04  4.30389E-04 -           
Displacements    N58      00000013 DEPL                        1  0.00000E+00  4.64224E+00 -4.59495E-02  4.66533E-01  1.00000E-01 -4.57965E-03  1.02141E-03  4.41243E-04 -           
Displacements    N59      00000013 DEPL                        1  0.00000E+00  4.70867E+00 -9.14568E-02  4.59785E-01  5.20833E-02 -4.73998E-03  8.13496E-04  2.02141E-04 -           
Displacements    N60      00000013 DEPL                        1  0.00000E+00  4.75467E+00 -4.59495E-02  4.66533E-01  5.20833E-02 -4.56816E-03  1.01991E-03  2.01440E-04 -           
Displacements    N61      00000013 DEPL                        1  0.00000E+00  5.60286E+00  3.89786E-01  2.60447E-01  7.50000E-01 -2.56721E-03  9.54116E-04  4.82798E-03 -           
Displacements    N62      00000013 DEPL                        1  0.00000E+00  5.64887E+00  4.13436E-01  2.20986E-01  7.50000E-01 -2.29806E-03  6.91361E-04  4.85013E-03 -           
Displacements    N63      00000013 DEPL                        1  0.00000E+00  5.71681E+00  3.89786E-01  2.60447E-01  7.00000E-01 -2.42661E-03  1.01746E-03  4.46741E-03 -           
Displacements    N64      00000013 DEPL                        1  0.00000E+00  5.76282E+00  4.13436E-01  2.20986E-01  7.00000E-01 -2.15701E-03  7.67787E-04  4.48200E-03 -           
Displacements    N65      00000013 DEPL                        1  0.00000E+00  5.83076E+00  3.89786E-01  2.60447E-01  6.50000E-01 -2.29075E-03  1.08396E-03  4.10354E-03 -           
Displacements    N66      00000013 DEPL                        1  0.00000E+00  5.87677E+00  4.13436E-01  2.20986E-01  6.50000E-01 -2.02115E-03  8.34287E-04  4.11813E-03 -           
Displacements    N67      00000013 DEPL                        1  0.00000E+00  5.94471E+00  3.89786E-01  2.60447E-01  6.00000E-01 -2.16564E-03  1.14094E-03  3.75446E-03 -           
Displacements    N68      00000013 DEPL                        1  0.00000E+00  5.99072E+00  4.13436E-01  2.20986E-01  6.00000E-01 -1.89935E-03  8.93231E-04  3.77133E-03 -           
Displacements    N69      00000013 DEPL                        1  0.00000E+00  6.05866E+00  3.89786E-01  2.60447E-01  5.50000E-01 -2.06553E-03  1.18361E-03  3.41232E-03 -           
Displacements    N70      00000013 DEPL                        1  0.00000E+00  6.10467E+00  4.13436E-01  2.20986E-01  5.50000E-01 -1.79009E-03  9.50819E-04  3.42129E-03 -           
Displacements    N71      00000013 DEPL                        1  0.00000E+00  6.17261E+00  3.89786E-01  2.60447E-01  5.00000E-01 -1.97433E-03  1.22773E-03  3.07023E-03 -           
Displacements    N72      00000013 DEPL                        1  0.00000E+00  6.21862E+00  4.13436E-01  2.20986E-01  5.00000E-01 -1.70600E-03  9.96059E-04  3.07596E-03 -           
Displacements    N73      00000013 DEPL                        1  0.00000E+00  6.28656E+00  3.89786E-01  2.60447E-01  4.50000E-01 -1.90349E-03  1.25907E-03  2.73644E-03 -           
Displacements    N74      00000013 DEPL                        1  0.00000E+00  6.33256E+00  4.13436E-01  2.20986E-01  4.50000E-01 -1.63515E-03  1.02739E-03  2.74217E-03 -           
Displacements    N75      00000013 DEPL                        1  0.00000E+00  6.40051E+00  3.89786E-01  2.60447E-01  4.00000E-01 -1.84220E-03  1.28480E-03  2.40496E-03 -           
Displacements    N76      00000013 DEPL                        1  0.00000E+00  6.44651E+00  4.13436E-01  2.20986E-01  4.00000E-01 -1.57994E-03  1.06339E-03  2.40682E-03 -           
Displacements    N77      00000013 DEPL                        1  0.00000E+00  6.51446E+00  3.89786E-01  2.60447E-01  3.50000E-01 -1.79509E-03  1.29826E-03  2.08117E-03 -           
Displacements    N78      00000013 DEPL                        1  0.00000E+00  6.56046E+00  4.13436E-01  2.20986E-01  3.50000E-01 -1.53283E-03  1.07686E-03  2.08303E-03 -           
Displacements    N79      00000013 DEPL                        1  0.00000E+00  6.62841E+00  3.89786E-01  2.60447E-01  3.00000E-01 -1.76161E-03  1.31344E-03  1.76037E-03 -           
Displacements    N80      00000013 DEPL                        1  0.00000E+00  6.67441E+00  4.13436E-01  2.20986E-01  3.00000E-01 -1.50628E-03  1.10440E-03  1.76071E-03 -           
Displacements    N81      00000013 DEPL                        1  0.00000E+00  6.74236E+00  3.89786E-01  2.60447E-01  2.50000E-01 -1.73681E-03  1.31720E-03  1.44864E-03 -           
